Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
5_618.75_1,5,618.75,1,2.75,-0.015964848,0.008672389,0.281920237,-0.001526157,-0.021002319,0.000242552,4.030793,-0.2104018,3.968582,-0.0142373,-0.2772289,-0.08429193
5_405_5,5,405,5,3,-0.023646806,-0.002739937,0.281845817,-0.002247225,-0.018892567,-0.000519074,3.383213,-0.2618504,2.994322,-0.1043293,-0.3501118,0.04705042
7_585_-3,7,585,-3,3,-0.024444826,0.023066154,0.281654892,-0.001582311,-0.019308751,0.001381041,3.39022,-0.2830482,3.074331,0.1787118,-0.2438261,-0.250522
3_765_-3,3,765,-3,3,-0.005002672,0.020559164,0.281618447,-0.001010091,-0.020140612,0.001109716,3.390373,-0.05505546,3.209587,0.1063456,-0.1541959,-0.2042553
5_495.0_3,5,495,3,2.75,-0.018955066,0.005198201,0.281569029,-0.00188011,-0.019930877,-0.000100439,4.024302,-0.2470113,3.762291,-0.05772252,-0.3460057,-0.04960673
7_900_-5,7,900,-5,3,-0.021382618,0.020431201,0.28137105,-0.001433705,-0.019459844,0.000835883,3.394121,-0.2622923,3.114056,0.03551441,-0.2124767,-0.1836299
7_450_1,7,450,1,3,-0.029048662,0.013011191,0.281334577,-0.002161443,-0.018952057,0.000466897,3.381191,-0.332094,3.009565,0.04739062,-0.3361692,-0.1386788
5_540_1,-5,540,1,3,0.027729127,0.011380525,0.281227714,-0.00106148,-0.019867679,0.000558221,3.370387,0.3466262,3.14662,0.0534719,-0.1680559,-0.1172388
11_525.0_5,11,525,5,2.5,-0.043824313,-0.006210508,0.281119135,-0.002231241,-0.020663128,-0.001306244,4.865363,-0.7307375,4.720209,-0.3453235,-0.4931686,0.1380999
7_536.25_1,7,536.25,1,2.75,-0.025749317,0.011441112,0.281112754,-0.001857764,-0.01993454,0.000257981,4.021124,-0.3491609,3.767856,0.004511115,-0.3404825,-0.1344929
7_540_-3,7,540,-3,3,-0.025487722,0.025415152,0.280978333,-0.001696677,-0.018830531,0.001395852,3.381468,-0.2938279,2.997251,0.1874327,-0.2629042,-0.2838575
11_525_-3,11,525,-3,3,-0.043270393,0.025616575,0.28037987,-0.002004244,-0.018909134,0.001244042,3.375641,-0.5080097,3.010413,0.1654824,-0.3094508,-0.2863832
3_405_5,3,405,5,3,-0.015323576,-0.003406568,0.280164213,-0.002103498,-0.018975532,-0.000469108,3.36071,-0.1601333,3.005702,-0.09662432,-0.3279476,0.05498916
11_536.25_0,11,536.25,0,2.75,-0.042940022,0.012941713,0.280157073,-0.002098446,-0.019617003,0.000341831,4.011138,-0.597393,3.711422,0.02092397,-0.3836281,-0.1560324
9_618.75_0,9,618.75,0,2.75,-0.032453143,0.009929907,0.280128633,-0.00181123,-0.020621226,0.00030623,4.008588,-0.4504241,3.900861,-0.001731429,-0.32761,-0.1016033
5_450_1,5,450,1,3,-0.020118894,0.01391141,0.280088861,-0.001968972,-0.018995849,0.000611247,3.36485,-0.223622,3.015558,0.06939079,-0.3064307,-0.1484389
7_481.25_3,7,481.25,3,2.75,-0.027329993,0.004666368,0.280026094,-0.002083531,-0.019625808,-0.00018217,4.004321,-0.3682499,3.706431,-0.06987437,-0.3838428,-0.04444347
5_600.0_5,5,600,5,2.5,-0.01681466,-0.007706013,0.279989897,-0.001522678,-0.021714968,-0.001193082,4.837133,-0.2613763,4.953923,-0.3340864,-0.3330637,0.1746196
11_660.0_-1,11,660,-1,2.75,-0.040950118,0.011935619,0.279836799,-0.001963834,-0.020619064,0.00039842,4.006363,-0.5755539,3.903917,0.007228789,-0.3528918,-0.1244521
1_637.5_5,1,637.5,5,2.5,6.74E-05,-0.00886485,0.279708784,-0.001054783,-0.022008964,-0.001360183,4.827538,0.03323912,5.016507,-0.3716228,-0.2308302,0.19027
11_405_3,11,405,3,3,-0.048137466,0.00394824,0.279458621,-0.002522526,-0.018205075,-0.000269989,3.360315,-0.5602709,2.890223,-0.06362234,-0.3926589,-0.03362118
5_675_-3,5,675,-3,3,-0.014596422,0.021402131,0.279359937,-0.001310616,-0.019817207,0.001240943,3.362472,-0.1675843,3.156425,0.1418454,-0.2007699,-0.2226999
7_630_-3,7,630,-3,3,-0.023665447,0.021555774,0.279261204,-0.001512769,-0.019623948,0.001289383,3.361727,-0.2754794,3.12542,0.1568268,-0.231789,-0.2285239
9_525_-3,9,525,-3,3,-0.034226172,0.02525545,0.279217581,-0.001866051,-0.018695938,0.001328948,3.360968,-0.3991044,2.976173,0.1787102,-0.2887389,-0.2823699
3_450_1,3,450,1,3,-0.011968638,0.014697993,0.27916705,-0.001838842,-0.019020985,0.000732991,3.352142,-0.1241899,3.018165,0.08803556,-0.2866279,-0.1578159
9_577.5_0,9,577.5,0,2.75,-0.032741324,0.011919983,0.278981457,-0.001841696,-0.02008104,0.000416993,3.99262,-0.4532182,3.798814,0.02718672,-0.3349353,-0.1343719
1_855_-3,1,855,-3,3,0.004490096,0.01937677,0.2786241,-0.000535214,-0.01993383,0.000880695,3.356183,0.05760659,3.179356,0.05432832,-0.0809706,-0.1809693
5_675.0_3,5,675,3,2.5,-0.015700914,-0.002171339,0.27859684,-0.001403759,-0.021610474,-0.000796592,4.814044,-0.2474382,4.933062,-0.2636091,-0.3044333,0.09175183
5_742.5_-1,5,742.5,-1,2.75,-0.013696151,0.01332658,0.278580851,-0.00133335,-0.020676858,0.000544709,3.98698,-0.1875858,3.914753,0.01536343,-0.239252,-0.1341947
5_585_1,-5,585,1,3,0.028455012,0.009914643,0.27849089,-0.000725195,-0.020247894,0.000493425,3.338205,0.3540709,3.207267,0.03675365,-0.1152772,-0.09675655
9_637.5_3,9,637.5,3,2.5,-0.032645386,-0.003385946,0.278451999,-0.001820966,-0.021450147,-0.000887299,4.815795,-0.5425101,4.900572,-0.2734785,-0.3964289,0.1072389
3_495.0_3,3,495,3,2.75,-0.01103615,0.006037202,0.278238549,-0.001732311,-0.019795808,-2.33E-05,3.974618,-0.1321667,3.734935,-0.0434075,-0.3193639,-0.06211401
5_577.5_1,5,577.5,1,2.75,-0.016361715,0.009387694,0.278098846,-0.001565318,-0.020323072,0.000369082,3.976493,-0.2152799,3.840488,0.01738711,-0.2856844,-0.09911109
9_525.0_5,9,525,5,2.5,-0.034537557,-0.005663655,0.277903068,-0.002042947,-0.020451588,-0.00114298,4.807815,-0.569422,4.670611,-0.3094083,-0.4512594,0.1298715
1_630_-1,-1,630,-1,3,0.008158859,0.023222596,0.277774774,-0.000830561,-0.020295638,0.001453128,3.336264,0.1130617,3.222657,0.1743018,-0.1289589,-0.2444129
9_712.5_1,9,712.5,1,2.5,-0.031863897,0.002317319,0.277664376,-0.001757516,-0.021204528,-0.000452974,4.803871,-0.5356092,4.849242,-0.1959713,-0.3789824,0.02262089
7_562.5_5,7,562.5,5,2.5,-0.025303567,-0.007034197,0.277513711,-0.001744906,-0.021135363,-0.001087649,4.797652,-0.4096209,4.825094,-0.3036016,-0.3830184,0.1604171
1_450_1,1,450,1,3,-0.004996158,0.015921692,0.277455178,-0.001565515,-0.019087062,0.000809643,3.3294,-0.03817,3.026295,0.1012744,-0.2442281,-0.1739733
3_720_-3,3,720,-3,3,-0.006026258,0.020854913,0.277270965,-0.00101338,-0.019772627,0.001174443,3.337299,-0.06562753,3.149532,0.1243447,-0.1553028,-0.2127055
5_540_-3,5,540,-3,3,-0.016927923,0.025530875,0.277209644,-0.001563669,-0.01866275,0.001436413,3.33501,-0.1904557,2.969737,0.1937968,-0.2430595,-0.2855711
7_525_-3,7,525,-3,3,-0.025476842,0.025334441,0.277190685,-0.001703858,-0.018493668,0.001397045,3.335805,-0.2935608,2.94349,0.1894433,-0.2643137,-0.284081
7_701.25_-1,7,701.25,-1,2.75,-0.022422469,0.012608613,0.276894582,-0.001520344,-0.020429723,0.000513021,3.963269,-0.3110976,3.867772,0.01900565,-0.2728333,-0.1290834
3_701.25_0,3,701.25,0,2.75,-0.006178472,0.011755208,0.276863474,-0.001162997,-0.020757579,0.000425744,3.958911,-0.07461602,3.924368,0.000859546,-0.2099379,-0.1166043
1_405_5,1,405,5,3,-0.007417928,-0.004089077,0.276854937,-0.001869803,-0.01882018,-0.000482064,3.319097,-0.06452755,2.979454,-0.09604468,-0.2920088,0.06012877
11_450_0,11,450,0,3,-0.045870673,0.015910453,0.276841719,-0.002306647,-0.018427368,0.000492819,3.330187,-0.5365909,2.928898,0.05173729,-0.3578261,-0.1737835
5_660.0_0,5,660,0,2.75,-0.014872995,0.010829858,0.276823214,-0.001372908,-0.020561362,0.000392979,3.959087,-0.1991425,3.887773,0.004751766,-0.2480219,-0.1095065
3_783.75_-1,3,783.75,-1,2.75,-0.004272088,0.013513648,0.276767468,-0.001020356,-0.020591301,0.000523502,3.960974,-0.05358132,3.898822,0.001076963,-0.1826764,-0.1309706
9_405_3,9,405,3,3,-0.039021157,0.004026498,0.276602146,-0.002360149,-0.018080969,-0.000142165,3.324437,-0.450992,2.869825,-0.04391382,-0.3674904,-0.03428
9_900_3,9,900,3,3,-0.030056987,-0.017252976,0.276406514,-0.002928956,-0.025735746,-0.002766339,3.31109,-0.3426544,4.075021,-0.5426626,-0.4385068,0.2800247
5_481.25_3,5,481.25,3,2.75,-0.018903225,0.005400148,0.276269168,-0.001877017,-0.019454326,-7.33E-05,3.948669,-0.2466198,3.67244,-0.05070598,-0.3457843,-0.05382672
5_536.25_1,5,536.25,1,2.75,-0.017052116,0.011463133,0.27612634,-0.001675338,-0.01962287,0.000382633,3.948493,-0.2239907,3.707947,0.02642279,-0.3074046,-0.1335775
1_585_-1,-1,585,-1,3,0.006512904,0.022461994,0.276043921,-0.000951489,-0.019890144,0.001484129,3.31473,0.09516039,3.157192,0.1869005,-0.1482143,-0.2402039
3_618.75_1,3,618.75,1,2.75,-0.007760706,0.009735689,0.275968969,-0.001314331,-0.02057876,0.000322574,3.944146,-0.09188409,3.88673,-0.000765922,-0.2393126,-0.09921735
9_810_-5,9,810,-5,3,-0.029851437,0.022605876,0.275896513,-0.001667877,-0.019103454,0.001149207,3.327147,-0.3607925,3.054909,0.1015388,-0.2489058,-0.2192954
7_618.75_0,7,618.75,0,2.75,-0.023626902,0.010805659,0.275835301,-0.001617838,-0.020313576,0.000407816,3.946568,-0.3236773,3.84219,0.0165461,-0.2931856,-0.1142608
9_825.0_-3,9,825,-3,2.75,-0.029513612,0.015169544,0.275791665,-0.001742949,-0.019951696,0.000572872,3.95352,-0.4223199,3.788963,0.003322224,-0.3077297,-0.1481333
9_536.25_0,9,536.25,0,2.75,-0.033262802,0.014338025,0.275746533,-0.001935116,-0.01937662,0.000434591,3.946633,-0.459482,3.665248,0.03726728,-0.3541025,-0.1757571
7_450_0,7,450,0,3,-0.027926485,0.016503974,0.275582855,-0.00206476,-0.018450732,0.000744847,3.31289,-0.3200835,2.931411,0.0910086,-0.3211971,-0.1801893
11_765_-5,11,765,-5,3,-0.038950405,0.023438905,0.275534183,-0.001887014,-0.019150878,0.001253018,3.322246,-0.4682376,3.060989,0.1265003,-0.2822815,-0.2339082
1_660.0_1,1,660,1,2.75,-0.000568255,0.010261448,0.27552758,-0.000921588,-0.02079967,0.000277381,3.935346,0.0115253,3.925762,-0.01649438,-0.1670614,-0.1027048
9_660.0_-1,9,660,-1,2.75,-0.031451413,0.012324693,0.275415474,-0.001734434,-0.020250613,0.000487746,3.942579,-0.4397488,3.833676,0.02381432,-0.3121343,-0.1306195
1_742.5_0,1,742.5,0,2.75,0.002842967,0.013618308,0.275397299,-0.00094891,-0.020743981,0.000512982,3.937284,0.0537907,3.921563,0.005821871,-0.1714698,-0.1359184
7_641.25_5,7,641.25,5,2.25,-0.024161458,-0.011497857,0.27536341,-0.001585199,-0.021355882,-0.001563724,5.873375,-0.4836755,6.014936,-0.5268246,-0.4245525,0.3037206
9_450_0,9,450,0,3,-0.036469278,0.016293159,0.275226505,-0.002181497,-0.01837731,0.00061744,3.309552,-0.4236796,2.92037,0.07090381,-0.338763,-0.1778786
9_750.0_0,9,750,0,2.5,-0.030703619,0.005657843,0.275078244,-0.001754056,-0.020814839,-0.000160886,4.761363,-0.5199513,4.764764,-0.1443927,-0.3761335,-0.02522347
11_495.0_1,11,495,1,2.75,-0.043271378,0.009792074,0.274966727,-0.002186792,-0.019063738,0.000125407,3.936151,-0.6007137,3.604951,-0.01307385,-0.4015301,-0.1159006
1_712.5_3,1,712.5,3,2.5,0.00061962,-0.00178215,0.274910985,-0.00077543,-0.021519549,-0.000825117,4.745766,0.03695148,4.907473,-0.272089,-0.1672074,0.08276145
7_405_3,7,405,3,3,-0.030336538,0.004513051,0.274720638,-0.00222929,-0.018064656,-7.63E-06,3.300366,-0.3462331,2.866499,-0.02312433,-0.3472606,-0.03998836
3_536.25_1,3,536.25,1,2.75,-0.00902536,0.013145899,0.274609302,-0.001505451,-0.019598469,0.000517594,3.925152,-0.1067046,3.701574,0.05131012,-0.2768094,-0.1570526
11_585_-5,11,585,-5,3,-0.041366186,0.029695184,0.274568236,-0.001784894,-0.018343926,0.001591737,3.308364,-0.4876201,2.924599,0.2158304,-0.274255,-0.3320097
5_630_-3,5,630,-3,3,-0.014977321,0.021858016,0.274440861,-0.001332576,-0.019314915,0.001319866,3.303022,-0.1706205,3.075663,0.1613614,-0.2049982,-0.2326361
5_562.5_5,5,562.5,5,2.5,-0.017239514,-0.006104451,0.274330504,-0.001552245,-0.020874698,-0.000995257,4.74057,-0.2682535,4.7633,-0.2818683,-0.3409959,0.1428796
3_600.0_5,3,600,5,2.5,-0.008248602,-0.007309085,0.274247887,-0.001303899,-0.021318129,-0.001137658,4.736005,-0.1126512,4.8617,-0.3190392,-0.2856228,0.1644476
1_495.0_3,1,495,3,2.75,-0.003322804,0.005238714,0.274156197,-0.001495787,-0.019579105,-1.81E-05,3.913955,-0.02005617,3.69193,-0.03967179,-0.2762431,-0.05309087
7_855_-5,7,855,-5,3,-0.02060279,0.021629415,0.274059881,-0.001387185,-0.018890226,0.001025054,3.30589,-0.2515419,3.022507,0.07375784,-0.2063454,-0.2033585
7_637.5_3,7,637.5,3,2.5,-0.023669509,-0.002130707,0.273927366,-0.001627619,-0.021108187,-0.000751436,4.736164,-0.3861354,4.821139,-0.24414,-0.3543879,0.08601652
11_783.75_-3,11,783.75,-3,2.75,-0.038570902,0.015520395,0.27374022,-0.001958868,-0.019842516,0.000608658,3.923797,-0.5503296,3.767328,0.01942427,-0.3464435,-0.1581666
5_525_-3,5,525,-3,3,-0.017072078,0.025585233,0.273697912,-0.001579353,-0.018357624,0.001434641,3.292615,-0.1919744,2.920977,0.1954143,-0.2457622,-0.2875782
1_810_-3,1,810,-3,3,0.003577107,0.020089126,0.27356442,-0.00056493,-0.019538947,0.001002706,3.294591,0.04831877,3.115188,0.08163489,-0.08596613,-0.1944464
5_750.0_1,5,750,1,2.5,-0.014385775,0.003753338,0.273549348,-0.001320461,-0.021019566,-0.000336077,4.730252,-0.2323658,4.804822,-0.1819408,-0.2841818,0.004456786
3_540_-3,3,540,-3,3,-0.009223442,0.02482572,0.273391205,-0.001360885,-0.01838145,0.001463003,3.287992,-0.09678219,2.923848,0.1983785,-0.2122167,-0.2780197
3_481.25_3,3,481.25,3,2.75,-0.011194647,0.006067527,0.273384474,-0.001744524,-0.019350839,5.22E-06,3.905389,-0.1346759,3.65106,-0.0361165,-0.3219591,-0.06378447
11_600.0_3,11,600,3,2.5,-0.040956706,-0.002984109,0.273308646,-0.002005691,-0.020903004,-0.000863064,4.729051,-0.6870437,4.777588,-0.2590905,-0.4383292,0.09518438
1_825.0_-1,1,825,-1,2.75,0.004586826,0.014767881,0.273211418,-0.000662042,-0.020444884,0.000510037,3.909874,0.072436,3.870752,-0.01155983,-0.1181385,-0.1428649
11_577.5_-1,11,577.5,-1,2.75,-0.040471426,0.015056948,0.27319538,-0.001914539,-0.01947795,0.000584453,3.912246,-0.5658678,3.687634,0.05916454,-0.3475341,-0.1795727
7_525.0_5,7,525,5,2.5,-0.025463524,-0.005056807,0.273046801,-0.001863446,-0.020171539,-0.001017112,4.721849,-0.4110881,4.605356,-0.2821745,-0.4114967,0.12084
3_675_-3,3,675,-3,3,-0.006685981,0.021218295,0.272940426,-0.001048381,-0.019367379,0.001243804,3.284648,-0.071775,3.083928,0.1425741,-0.1613519,-0.2216344
5_450_0,5,450,0,3,-0.01897014,0.017545407,0.272786113,-0.001867641,-0.018408696,0.000865944,3.277868,-0.2117013,2.923668,0.1093346,-0.2907521,-0.1919941
7_536.25_0,7,536.25,0,2.75,-0.024802315,0.014588219,0.27271064,-0.00178545,-0.019166935,0.00053315,3.902299,-0.3378581,3.624999,0.05547275,-0.3274732,-0.1798367
5_630_0,-5,630,0,3,0.028264815,0.014637863,0.272620312,-0.000529761,-0.020074231,0.000705593,3.269506,0.3510458,3.182202,0.06003959,-0.08539255,-0.1457916
11_618.75_-1,11,618.75,-1,2.75,-0.040042064,0.012615133,0.272369559,-0.001906593,-0.019891848,0.000495574,3.899984,-0.5616104,3.766253,0.03366289,-0.3440254,-0.1395877
9_495.0_1,9,495,1,2.75,-0.034077996,0.010755808,0.272269716,-0.002040854,-0.018932398,0.000233595,3.896421,-0.4689937,3.579578,0.006630428,-0.3751898,-0.1296886
5_900_-5,5,900,-5,3,-0.011339087,0.020581776,0.272109616,-0.00115958,-0.018723001,0.000835459,3.283161,-0.1420974,2.996945,0.03633471,-0.1729389,-0.1872138
11_607.5_5,11,607.5,5,2.25,-0.041306703,-0.012009385,0.271994369,-0.001973535,-0.020957725,-0.001667425,5.806072,-0.8529979,5.907197,-0.546026,-0.5307826,0.3100319
7_577.5_0,7,577.5,0,2.75,-0.02376204,0.011718461,0.271806047,-0.00163291,-0.019668519,0.000525596,3.889296,-0.3246463,3.720366,0.04675377,-0.297363,-0.1323294
5_405_3,5,405,3,3,-0.022293773,0.005096356,0.27174335,-0.002117299,-0.018070117,8.35E-05,3.26303,-0.2482437,2.86608,-0.009796617,-0.3300311,-0.04623454
1_450_0,1,450,0,3,-0.004614133,0.018697812,0.27167933,-0.001563926,-0.018574864,0.001025393,3.26107,-0.03595368,2.946582,0.135042,-0.2444339,-0.2068776
10_630_3,-10,630,3,3,0.055608263,0.001591135,0.271601499,-0.000178644,-0.020580249,-0.000398759,3.252054,0.6760031,3.25551,-0.1055042,-0.03231924,0.001246831
7_712.5_1,7,712.5,1,2.5,-0.022671055,0.003174151,0.27152563,-0.001523617,-0.020730494,-0.000344094,4.696833,-0.3759147,4.739983,-0.1720714,-0.328731,0.007724506
5_701.25_-1,5,701.25,-1,2.75,-0.014017913,0.013593136,0.271440702,-0.00130131,-0.020055904,0.000605744,3.884807,-0.1911662,3.79673,0.03610661,-0.2343662,-0.1439996
5_585_-3,5,585,-3,3,-0.015493192,0.02227882,0.271404845,-0.001387319,-0.018813796,0.001403201,3.266164,-0.1752441,2.995143,0.1813807,-0.214399,-0.241962
5_540_0,-5,540,0,3,0.026684991,0.015457628,0.271262536,-0.000986008,-0.019058866,0.00091669,3.25242,0.3334605,3.020481,0.107762,-0.1565958,-0.1633203
3_675.0_3,3,675,3,2.5,-0.007393647,-0.000857094,0.271178187,-0.001145874,-0.021080813,-0.000679465,4.684151,-0.1021467,4.810419,-0.236997,-0.2485767,0.0680334
3_450_0,3,450,0,3,-0.010830079,0.018122072,0.27117526,-0.001754002,-0.01835389,0.000942068,3.257108,-0.1123797,2.913753,0.1215419,-0.2736833,-0.1992672
10_540_5,-10,540,5,3,0.053285646,-0.007433042,0.271088758,-0.000730989,-0.019658264,-0.000848343,3.24404,0.6494328,3.107238,-0.1635424,-0.1174404,0.1024273
11_675.0_1,11,675,1,2.5,-0.039861263,0.002172594,0.270618446,-0.001930886,-0.020616905,-0.000462983,4.683508,-0.6739875,4.716005,-0.1883226,-0.4176835,0.01925853
11_536.25_-1,11,536.25,-1,2.75,-0.041079735,0.016802694,0.270196254,-0.001980934,-0.018810661,0.00060671,3.869577,-0.5730192,3.560904,0.07029996,-0.3618584,-0.2115551
11_360_5,11,360,5,3,-0.048626109,-0.004150629,0.270192533,-0.002601593,-0.017185569,-0.000793738,3.248778,-0.5642543,2.726545,-0.1425471,-0.4060863,0.06080371
1_481.25_3,1,481.25,3,2.75,-0.003568779,0.00546783,0.269841138,-0.001515425,-0.019169972,5.60E-06,3.852401,-0.02391188,3.614811,-0.03333141,-0.2801727,-0.05775977
11_712.5_0,11,712.5,0,2.5,-0.039598408,0.00516802,0.269811014,-0.001899737,-0.020412886,-0.000226808,4.67101,-0.6731498,4.672835,-0.14729,-0.4083293,-0.02369992
3_405_3,3,405,3,3,-0.014264967,0.005867197,0.269774981,-0.001991867,-0.018187292,0.000198676,3.237551,-0.1495833,2.883141,0.007341275,-0.3107205,-0.05453304
3_525_-3,3,525,-3,3,-0.00947685,0.025129123,0.269746365,-0.001376399,-0.018103268,0.001460138,3.243966,-0.09965392,2.879339,0.1998645,-0.2148108,-0.2830436
7_660.0_-1,7,660,-1,2.75,-0.022197938,0.013030221,0.269578133,-0.001488668,-0.019776127,0.000586488,3.858759,-0.3068751,3.743781,0.04149739,-0.2682424,-0.140841
5_618.75_0,5,618.75,0,2.75,-0.014795905,0.011516398,0.269553599,-0.001379157,-0.019847398,0.000501373,3.85552,-0.1972354,3.752915,0.03294299,-0.2501959,-0.1243408
1_765_-3,1,765,-3,3,0.00235178,0.020584855,0.269550854,-0.000593847,-0.019216098,0.00110117,3.24533,0.03533789,3.062132,0.1049883,-0.09086648,-0.2052103
3_675.0_5,3,675,5,2.25,-0.007292225,-0.011188018,0.269525588,-0.001063037,-0.021197153,-0.001571425,5.743498,-0.1214754,5.965188,-0.5321545,-0.2831301,0.2962604
3_577.5_1,3,577.5,1,2.75,-0.007999672,0.010212098,0.269522625,-0.001357316,-0.019846606,0.000439851,3.852395,-0.09455919,3.748681,0.02875331,-0.2481822,-0.1108147
3_660.0_0,3,660,0,2.75,-0.006276946,0.012209705,0.269506756,-0.001179747,-0.020076039,0.000513582,3.85395,-0.07510566,3.795464,0.02591292,-0.2139118,-0.1285812
3_742.5_-1,3,742.5,-1,2.75,-0.00449399,0.01377485,0.269440676,-0.001023515,-0.019958691,0.000592832,3.856096,-0.05561596,3.778641,0.02355757,-0.1840945,-0.1408267
11_487.5_5,11,487.5,5,2.5,-0.042412433,-0.005899367,0.269439044,-0.002225506,-0.019422233,-0.001134483,4.664419,-0.706548,4.43744,-0.3003877,-0.4936635,0.1291196
11_720_-5,11,720,-5,3,-0.037831876,0.024105695,0.269426002,-0.001831496,-0.018637414,0.001358052,3.248346,-0.4527533,2.977826,0.1526399,-0.2758189,-0.2482351
1_600.0_5,1,600,5,2.5,-0.000406243,-0.00757552,0.269352291,-0.001082768,-0.021037498,-0.001172254,4.649573,0.02490861,4.795725,-0.3228813,-0.2377816,0.1643639
9_765_-5,9,765,-5,3,-0.028893089,0.023423225,0.269333734,-0.001623706,-0.018569846,0.001294553,3.247764,-0.3475644,2.968754,0.1333478,-0.2436798,-0.2349298
11_450_-1,11,450,-1,3,-0.044247383,0.019229575,0.269268592,-0.002196982,-0.017856698,0.000748642,3.239724,-0.5185196,2.839509,0.09217283,-0.3407493,-0.2135421
1_701.25_0,1,701.25,0,2.75,0.001933644,0.014022292,0.269258578,-0.00097847,-0.020213636,0.000594963,3.849306,0.04184108,3.820638,0.0305043,-0.1775302,-0.1477192
9_600.0_3,9,600,3,2.5,-0.031757287,-0.002110895,0.268882148,-0.001784091,-0.020538,-0.000723449,4.651447,-0.5272333,4.693201,-0.2287169,-0.3897395,0.08032564
1_618.75_1,1,618.75,1,2.75,-0.000922245,0.010683278,0.268696607,-0.000980653,-0.020102914,0.000381375,3.838022,0.007346747,3.794274,0.01039244,-0.1786438,-0.1134652
3_630_-3,3,630,-3,3,-0.007257553,0.021574996,0.268680506,-0.001093997,-0.018912477,0.001314186,3.232928,-0.07692813,3.010595,0.1606918,-0.1690453,-0.2303334
11_481.25_1,11,481.25,1,2.75,-0.042576811,0.010077705,0.268673349,-0.002161597,-0.01855329,0.000139548,3.846133,-0.5911801,3.508472,-0.008657248,-0.3972551,-0.1214062
5_637.5_3,5,637.5,3,2.5,-0.015390338,-0.001050629,0.268509719,-0.001392448,-0.0207072,-0.000647829,4.640701,-0.2421203,4.727614,-0.2219243,-0.3030829,0.06727362
5_585_0,-5,585,0,3,0.027337083,0.014486479,0.268186102,-0.000683511,-0.019405936,0.000826727,3.216105,0.3404479,3.075998,0.08622244,-0.1092637,-0.1483068
9_450_-1,9,450,-1,3,-0.0349237,0.019487826,0.268133347,-0.002078807,-0.017844811,0.000862652,3.225183,-0.4062632,2.837111,0.1097866,-0.3228257,-0.2161174
9_618.75_-1,9,618.75,-1,2.75,-0.030812252,0.012982809,0.268092553,-0.001697199,-0.019547291,0.000582316,3.838184,-0.4296343,3.700539,0.04948606,-0.306662,-0.1452271
11_900_-7,11,900,-7,3,-0.039879152,0.021000688,0.268082426,-0.001922029,-0.018160922,0.000675767,3.23774,-0.4864987,2.91304,0.01327462,-0.2831991,-0.189999
7_495.0_1,7,495,1,2.75,-0.025275505,0.011257152,0.268005661,-0.001852148,-0.018684691,0.000333058,3.834011,-0.342568,3.531816,0.0242345,-0.3404928,-0.1355565
5_525.0_5,5,525,5,2.5,-0.017349639,-0.004078715,0.267993786,-0.001657511,-0.01986857,-0.000924419,4.631952,-0.2696015,4.533944,-0.2607827,-0.3660897,0.1032489
5_536.25_0,5,536.25,0,2.75,-0.016044219,0.014264708,0.267928495,-0.001558455,-0.018807963,0.000655303,3.832553,-0.2120195,3.55604,0.07719501,-0.2859774,-0.1731493
9_360_5,9,360,5,3,-0.040012643,-0.004306488,0.267901228,-0.002498993,-0.017084288,-0.000669972,3.21936,-0.4607079,2.709633,-0.1240213,-0.3900308,0.06337642
