Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
1_540_5,-1,540,5,3,0.005656349,-0.006462989,0.336483765,-0.001712913,-0.02433008,-0.000937169,4.031346,0.09680036,3.849488,-0.1767605,-0.2667549,0.09173107,,,,,,,
1_585_5,-1,585,5,3,0.007211556,-0.007583194,0.352975432,-0.001616954,-0.025934378,-0.00109583,4.228604,0.1168499,4.103155,-0.2066133,-0.2510928,0.1084536,,,,,,,
1_630_5,-1,630,5,3,0.008176495,-0.008738341,0.360260749,-0.001365122,-0.027227124,-0.001179683,4.315934,0.1270977,4.308106,-0.2235047,-0.2108538,0.12482,,,,,,,
0_240_-5,0,240,-5,3.5,-0.008053089,0.021312581,0.197930349,-0.001792988,-0.009800595,0.001051478,,,,,,,,,,,,,
0_240_-5,0,240,-5,3.25,-0.007317872,0.020520511,0.182285624,-0.001592509,-0.009278151,0.001037891,,,,,,,,,,,,,
0_240_-5,0,240,-5,3,-0.006471164,0.019457207,0.166836024,-0.001398388,-0.008796433,0.001033473,,,,,,,,,,,,,
0_240_-5,0,240,-5,2.75,-0.005254799,0.017621858,0.148875442,-0.001184303,-0.008226558,0.00101205,,,,,,,,,,,,,
0_240_-5,0,240,-5,2.5,-0.003668925,0.015116916,0.127633334,-0.000949039,-0.007407573,0.000929085,,,,,,,,,,,,,
0_240_-5,0,240,-5,2,-0.001260057,0.011742865,0.092597171,-0.00056505,-0.005796779,0.000717003,,,,,,,,,,,,,
0_300_-5,0,300,-5,3.5,-0.008692098,0.028369621,0.239511407,-0.001930369,-0.0131325,0.001606835,,,,,,,,,,,,,
0_300_-5,0,300,-5,3.25,-0.006756114,0.025308853,0.213419815,-0.001633469,-0.012182394,0.001525419,,,,,,,,,,,,,
0_300_-5,0,300,-5,3,-0.00476443,0.022550844,0.187846463,-0.001364714,-0.011124396,0.001394085,,,,,,,,,,,,,
0_300_-5,0,300,-5,2.75,-0.003135331,0.020642226,0.166131068,-0.001121872,-0.010155238,0.001265168,,,,,,,,,,,,,
0_300_-5,0,300,-5,2.5,-0.001982418,0.018504194,0.145334273,-0.000889462,-0.009110834,0.001131948,,,,,,,,,,,,,
0_300_-5,0,300,-5,2,-0.000510895,0.012663628,0.102199041,-0.000474228,-0.006649671,0.00078077,,,,,,,,,,,,,
0_330_-5,0,330,-5,3.5,-0.007491859,0.029621409,0.249521946,-0.001882281,-0.014403207,0.001811784,,,,,,,,,,,,,
0_330_-5,0,330,-5,3.25,-0.005299856,0.027079843,0.222790662,-0.001600893,-0.013297724,0.001666325,,,,,,,,,,,,,
0_330_-5,0,330,-5,3,-0.003655934,0.024798005,0.198928174,-0.001336407,-0.012198439,0.0015227,,,,,,,,,,,,,
0_330_-5,0,330,-5,2.75,-0.002395224,0.022467928,0.176130242,-0.001079251,-0.011046792,0.001375574,,,,,,,,,,,,,
0_330_-5,0,330,-5,2.5,-0.001481322,0.019395125,0.152062901,-0.000840602,-0.009707674,0.001184377,,,,,,,,,,,,,
0_330_-5,0,330,-5,2,-0.000124775,0.012646889,0.105992449,-0.000420504,-0.006945103,0.000795524,,,,,,,,,,,,,
0_360_-5,0,360,-5,3.5,-0.00585021,0.032034146,0.260751711,-0.001851405,-0.015660757,0.001963707,,,,,,,,,,,,,
0_360_-5,0,360,-5,3.25,-0.004211552,0.029344035,0.234675373,-0.00156954,-0.014428841,0.001804711,,,,,,,,,,,,,
0_360_-5,0,360,-5,3,-0.002842637,0.026822733,0.209873511,-0.001287378,-0.013168673,0.001643544,,,,,,,,,,,,,
0_360_-5,0,360,-5,2.75,-0.001839194,0.023490479,0.183584311,-0.001025406,-0.011707739,0.001435381,,,,,,,,,,,,,
0_360_-5,0,360,-5,2.5,-0.001008651,0.019844219,0.157610723,-0.000781857,-0.010212283,0.001221014,,,,,,,,,,,,,
0_360_-5,0,360,-5,2,9.92E-05,0.011701417,0.103502264,-0.000331947,-0.006935899,0.000756905,,,,,,,,,,,,,
0_390_-5,0,390,-5,3.5,-0.004801105,0.034284352,0.27336808,-0.001821027,-0.016846159,0.002111498,,,,,,,,,,,,,
0_390_-5,0,390,-5,3.25,-0.003325183,0.031569185,0.246553915,-0.001513666,-0.015475925,0.001936,,,,,,,,,,,,,
0_390_-5,0,390,-5,3,-0.00223091,0.027979098,0.218051147,-0.001228362,-0.013893498,0.001710769,,,,,,,,,,,,,
0_390_-5,0,390,-5,2.75,-0.001310775,0.024031921,0.189734142,-0.000963446,-0.012272092,0.001477459,,,,,,,,,,,,,
0_390_-5,0,390,-5,2.5,-0.000521334,0.020010406,0.162453446,-0.000711243,-0.010621771,0.001244993,,,,,,,,,,,,,
0_390_-5,0,390,-5,2,0.000492289,0.011555115,0.103372873,-0.000292602,-0.007020676,0.000713337,,,,,,,,,,,,,
0_405_-5,0,405,-5,3.5,-0.004298221,0.035567094,0.280040769,-0.001795446,-0.017445098,0.002189264,,,,,,,,,,,,,
0_405_-5,0,405,-5,3.25,-0.002973647,0.032333168,0.251347056,-0.001480588,-0.015892158,0.001978673,,,,,,,,,,,,,
0_405_-5,0,405,-5,3,-0.001944847,0.028309419,0.221468154,-0.001198096,-0.014209232,0.001734781,,,,,,,,,,,,,
0_405_-5,0,405,-5,2.75,-0.001046235,0.024175137,0.19257695,-0.000925413,-0.012518287,0.001494051,,,,,,,,,,,,,
0_405_-5,0,405,-5,2.5,-0.000262654,0.020004263,0.164807413,-0.000682485,-0.010805424,0.001253803,,,,,,,,,,,,,
0_405_-5,0,405,-5,2,0.00069865,0.011442099,0.103598948,-0.000278523,-0.007055479,0.000690525,,,,,,,,,,,,,
0_420_-5,0,420,-5,3.5,-0.003842413,0.036706084,0.286155592,-0.001757739,-0.01796731,0.002252873,,,,,,,,,,,,,
0_420_-5,0,420,-5,3.25,-0.002656026,0.032860827,0.255443644,-0.001449189,-0.0162634,0.002010761,,,,,,,,,,,,,
0_420_-5,0,420,-5,3,-0.001648535,0.028612494,0.224779872,-0.0011631,-0.014515442,0.001757984,,,,,,,,,,,,,
0_420_-5,0,420,-5,2.75,-0.000770616,0.024262176,0.195206381,-0.000885285,-0.012739749,0.001507327,,,,,,,,,,,,,
0_420_-5,0,420,-5,2.5,-2.10E-05,0.019870198,0.16695479,-0.000642794,-0.010952856,0.001260133,,,,,,,,,,,,,
0_420_-5,0,420,-5,2,0.000908704,0.011310762,0.103831638,-0.000264704,-0.007081849,0.000666542,,,,,,,,,,,,,
0_435_-5,0,435,-5,3.5,-0.003461309,0.037535025,0.291309225,-0.001721625,-0.01841458,0.002299135,,,,,,,,,,,,,
0_435_-5,0,435,-5,3.25,-0.002349846,0.033220625,0.259143652,-0.001416464,-0.016604747,0.002036864,,,,,,,,,,,,,
0_435_-5,0,435,-5,3,-0.001356486,0.028797821,0.227933137,-0.001122648,-0.014792536,0.001777636,,,,,,,,,,,,,
0_435_-5,0,435,-5,2.75,-0.000485811,0.024309493,0.197677512,-0.000849667,-0.012945104,0.001517283,,,,,,,,,,,,,
0_435_-5,0,435,-5,2.5,4.70E-05,0.018553535,0.163945162,-0.000575895,-0.010840456,0.001237168,,,,,,,,,,,,,
0_435_-5,0,435,-5,2,0.001106549,0.011150427,0.10406089,-0.000250653,-0.007104128,0.000640276,,,,,,,,,,,,,
0_450_-5,0,450,-5,3.5,-0.00311486,0.038130473,0.295751835,-0.001687648,-0.018816725,0.00233503,,,,,,,,,,,,,
0_450_-5,0,450,-5,3.25,-0.00202143,0.033578516,0.262743851,-0.001380386,-0.016941062,0.002062655,,,,,,,,,,,,,
0_450_-5,0,450,-5,3,-0.001054285,0.028912429,0.230903042,-0.001078658,-0.01504317,0.001794115,,,,,,,,,,,,,
0_450_-5,0,450,-5,2.75,-0.000195659,0.024236212,0.20026754,-0.000817723,-0.013136995,0.001525726,,,,,,,,,,,,,
0_450_-5,0,450,-5,2.5,0.000275256,0.018457566,0.162001954,-0.00052984,-0.010854962,0.001196852,,,,,,,,,,,,,
0_450_-5,0,450,-5,2,0.001299814,0.010976136,0.104297374,-0.000237327,-0.007121735,0.000612991,,,,,,,,,,,,,
0_465_-5,0,465,-5,3.5,-0.00278756,0.038528011,0.299739516,-0.001652365,-0.019184518,0.002363523,,,,,,,,,,,,,
0_465_-5,0,465,-5,3.25,-0.001700184,0.033821291,0.266199742,-0.001337796,-0.017250607,0.002085424,,,,,,,,,,,,,
0_465_-5,0,465,-5,3,-0.000742266,0.028986234,0.233626008,-0.001036669,-0.015272988,0.001806506,,,,,,,,,,,,,
0_465_-5,0,465,-5,2.75,6.23E-05,0.024050822,0.20240943,-0.000769629,-0.013283276,0.001531951,,,,,,,,,,,,,
0_465_-5,0,465,-5,2.5,0.000537942,0.018383796,0.161435762,-0.000497828,-0.010898434,0.001166863,,,,,,,,,,,,,
0_465_-5,0,465,-5,2,0.001487692,0.010818423,0.10455354,-0.000223372,-0.007138245,0.000584902,,,,,,,,,,,,,
0_480_-5,0,480,-5,3.5,-0.002429742,0.038930379,0.30362377,-0.001615024,-0.019548818,0.00239163,,,,,,,,,,,,,
0_480_-5,0,480,-5,3.25,-0.001371829,0.03396583,0.269499365,-0.001290867,-0.017530992,0.002104989,,,,,,,,,,,,,
0_480_-5,0,480,-5,3,-0.000424222,0.02901246,0.236318084,-0.001000944,-0.0154929,0.001815944,,,,,,,,,,,,,
0_480_-5,0,480,-5,2.75,0.000132435,0.022491307,0.198094826,-0.000695482,-0.013117549,0.001498489,,,,,,,,,,,,,
0_480_-5,0,480,-5,2.5,0.000814511,0.018271107,0.161372081,-0.000476248,-0.010939727,0.001139398,,,,,,,,,,,,,
0_480_-5,0,480,-5,2,0.001652072,0.010642195,0.10485819,-0.000208705,-0.007155007,0.000555795,,,,,,,,,,,,,
0_495_-5,0,495,-5,3.5,-0.002075942,0.039239514,0.307376362,-0.001570965,-0.019891418,0.002417496,,,,,,,,,,,,,
0_495_-5,0,495,-5,3.25,-0.001031767,0.034064113,0.272549595,-0.001243423,-0.017787868,0.002120629,,,,,,,,,,,,,
0_495_-5,0,495,-5,3,-0.000107219,0.028900699,0.239112349,-0.000961502,-0.01569054,0.001824715,,,,,,,,,,,,,
0_495_-5,0,495,-5,2.75,0.000399766,0.022414357,0.196063686,-0.000644727,-0.013135953,0.00145475,,,,,,,,,,,,,
0_495_-5,0,495,-5,2.5,0.001090231,0.018132336,0.161565881,-0.000457382,-0.010981903,0.001110197,,,,,,,,,,,,,
0_495_-5,0,495,-5,2,0.001794355,0.010440937,0.105152225,-0.000193443,-0.007170242,0.000524154,,,,,,,,,,,,,
0_510_-5,0,510,-5,3.5,-0.001721818,0.03942049,0.310983517,-0.001521449,-0.020202084,0.002440058,,,,,,,,,,,,,
0_510_-5,0,510,-5,3.25,-0.000685165,0.034121293,0.275401964,-0.001200379,-0.01802834,0.002131788,,,,,,,,,,,,,
0_510_-5,0,510,-5,3,0.000170903,0.028565475,0.241026128,-0.000905586,-0.015821769,0.001830058,,,,,,,,,,,,,
0_510_-5,0,510,-5,2.75,0.000700149,0.022332035,0.195335963,-0.000608373,-0.013179016,0.001420784,,,,,,,,,,,,,
0_510_-5,0,510,-5,2.5,0.001372023,0.017972755,0.161775426,-0.000438944,-0.011014737,0.001080004,,,,,,,,,,,,,
0_510_-5,0,510,-5,2,0.001921099,0.010201853,0.105466054,-0.000178299,-0.007185731,0.000489067,,,,,,,,,,,,,
0_540_-5,0,540,-5,3.5,-0.000977912,0.0396238,0.317523678,-0.00142011,-0.020752424,0.002473297,,,,,,,,,,,,,
0_540_-5,0,540,-5,3.25,6.98E-06,0.033987819,0.281315022,-0.001115545,-0.018464935,0.002150848,,,,,,,,,,,,,
0_540_-5,0,540,-5,3,0.000552281,0.026755184,0.233321191,-0.000770182,-0.015630586,0.00173781,,,,,,,,,,,,,
0_540_-5,0,540,-5,2.75,0.001328397,0.022050772,0.195319072,-0.000562485,-0.013264916,0.001357271,,,,,,,,,,,,,
0_540_-5,0,540,-5,2.5,0.001905786,0.017574709,0.162272271,-0.000401309,-0.011068987,0.001012819,,,,,,,,,,,,,
0_540_-5,0,540,-5,2,0.002143345,0.009734784,0.106349427,-0.000149209,-0.007232872,0.000417124,,,,,,,,,,,,,
0_570_-5,0,570,-5,3.5,-0.000215951,0.039577158,0.323825609,-0.001337831,-0.021251061,0.00249321,,,,,,,,,,,,,
0_570_-5,0,570,-5,3.25,0.000380999,0.031535174,0.276064214,-0.000965558,-0.018316847,0.002096632,,,,,,,,,,,,,
0_570_-5,0,570,-5,3,0.001247254,0.026521168,0.23214475,-0.000701719,-0.015714242,0.001665214,,,,,,,,,,,,,
0_570_-5,0,570,-5,2.75,0.001954002,0.021680779,0.195760013,-0.000520257,-0.013333412,0.001288528,,,,,,,,,,,,,
0_570_-5,0,570,-5,2.5,0.002418906,0.017126124,0.162783837,-0.000364482,-0.011103404,0.000941455,,,,,,,,,,,,,
0_570_-5,0,570,-5,2,0.002321806,0.0092788,0.107339199,-0.000121205,-0.007287216,0.00034357,,,,,,,,,,,,,
0_600_-5,0,600,-5,3.5,0.000441275,0.038359204,0.326967603,-0.001199239,-0.021481854,0.00250108,,,,,,,,,,,,,
0_600_-5,0,600,-5,3.25,0.001110881,0.031381056,0.272707584,-0.000861007,-0.018379612,0.002004222,,,,,,,,,,,,,
0_600_-5,0,600,-5,3,0.001948645,0.02616829,0.232449375,-0.0006546,-0.015801948,0.001592545,,,,,,,,,,,,,
0_600_-5,0,600,-5,2.75,0.00255149,0.021210458,0.196276215,-0.000478226,-0.013384115,0.001211406,,,,,,,,,,,,,
0_600_-5,0,600,-5,2.5,0.002842153,0.016631499,0.163426089,-0.000324675,-0.011137099,0.000864361,,,,,,,,,,,,,
0_600_-5,0,600,-5,2,0.002380907,0.008818874,0.108556601,-9.78E-05,-0.007364617,0.000265084,,,,,,,,,,,,,
0_240_-4,0,240,-4,3.5,-0.008191998,0.018279457,0.200526887,-0.001876107,-0.009938041,0.000906516,,,,,,,,,,,,,
0_240_-4,0,240,-4,3.25,-0.007522756,0.017836685,0.185108689,-0.001670959,-0.009413695,0.000902921,,,,,,,,,,,,,
0_240_-4,0,240,-4,3,-0.00677854,0.017289905,0.170450769,-0.001475582,-0.008977347,0.000913722,,,,,,,,,,,,,
0_240_-4,0,240,-4,2.75,-0.005576769,0.015992172,0.153068962,-0.001259678,-0.008464854,0.000913406,,,,,,,,,,,,,
0_240_-4,0,240,-4,2.5,-0.003814715,0.013793262,0.131478303,-0.001020154,-0.007665836,0.000853779,,,,,,,,,,,,,
0_240_-4,0,240,-4,2,-0.001319024,0.010905795,0.095659934,-0.000613206,-0.006039587,0.000670932,,,,,,,,,,,,,
0_300_-4,0,300,-4,3.5,-0.009201025,0.025655949,0.245970915,-0.002047071,-0.01348889,0.001444626,,,,,,,,,,,,,
0_300_-4,0,300,-4,3.25,-0.007069811,0.023058292,0.219703521,-0.00174681,-0.012588514,0.001395544,,,,,,,,,,,,,
0_300_-4,0,300,-4,3,-0.004660074,0.020924769,0.193800755,-0.001461389,-0.011583445,0.001289087,,,,,,,,,,,,,
0_300_-4,0,300,-4,2.75,-0.003208284,0.018982113,0.171224338,-0.00120617,-0.010541595,0.001173269,,,,,,,,,,,,,
0_300_-4,0,300,-4,2.5,-0.002080533,0.017187718,0.150100257,-0.000962495,-0.009490272,0.001058877,,,,,,,,,,,,,
0_300_-4,0,300,-4,2,-0.000550479,0.011911807,0.106570125,-0.00053061,-0.006996047,0.0007342,,,,,,,,,,,,,
0_330_-4,0,330,-4,3.5,-0.007771129,0.026969341,0.25680499,-0.002016509,-0.01488568,0.001660251,,,,,,,,,,,,,
0_330_-4,0,330,-4,3.25,-0.005138083,0.025101129,0.229859177,-0.001709686,-0.013841322,0.001539844,,,,,,,,,,,,,
0_330_-4,0,330,-4,3,-0.003751722,0.022816172,0.205037574,-0.001436348,-0.012664415,0.001412726,,,,,,,,,,,,,
0_330_-4,0,330,-4,2.75,-0.002518611,0.020873531,0.181881709,-0.001166894,-0.011505966,0.001286655,,,,,,,,,,,,,
0_330_-4,0,330,-4,2.5,-0.001568236,0.018275081,0.157894894,-0.000920898,-0.01017105,0.001116885,,,,,,,,,,,,,
0_330_-4,0,330,-4,2,-0.000148531,0.012076321,0.110691651,-0.000492531,-0.007367225,0.000745144,,,,,,,,,,,,,
0_360_-4,0,360,-4,3.5,-0.005742607,0.029567841,0.268919986,-0.001977852,-0.016273515,0.001813342,,,,,,,,,,,,,
0_360_-4,0,360,-4,3.25,-0.004332489,0.027015144,0.241895688,-0.001686885,-0.014982656,0.001675276,,,,,,,,,,,,,
0_360_-4,0,360,-4,3,-0.002994628,0.024925586,0.216710453,-0.001391135,-0.013715831,0.001537359,,,,,,,,,,,,,
0_360_-4,0,360,-4,2.75,-0.001949899,0.022115516,0.190532082,-0.001120686,-0.012260179,0.001352705,,,,,,,,,,,,,
0_360_-4,0,360,-4,2.5,-0.001105541,0.018638088,0.16427324,-0.000866125,-0.010728467,0.00115004,,,,,,,,,,,,,
0_360_-4,0,360,-4,2,9.93E-05,0.011034474,0.109550538,-0.000415519,-0.007433127,0.000725282,,,,,,,,,,,,,
0_390_-4,0,390,-4,3.5,-0.004950125,0.031582511,0.281794838,-0.001957751,-0.01749596,0.001960995,,,,,,,,,,,,,
0_390_-4,0,390,-4,3.25,-0.003509733,0.029345524,0.254583303,-0.001635316,-0.016120097,0.001811112,,,,,,,,,,,,,
0_390_-4,0,390,-4,3,-0.002371889,0.026326119,0.226218964,-0.001340232,-0.014543891,0.001611618,,,,,,,,,,,,,
0_390_-4,0,390,-4,2.75,-0.001435714,0.022581477,0.197712723,-0.001063817,-0.012887437,0.001392541,,,,,,,,,,,,,
0_390_-4,0,390,-4,2.5,-0.000608761,0.01884271,0.169438746,-0.000803275,-0.011189341,0.001165435,,,,,,,,,,,,,
0_390_-4,0,390,-4,2,0.00042725,0.011037964,0.109309176,-0.000367783,-0.007562511,0.000692325,,,,,,,,,,,,,
0_405_-4,0,405,-4,3.5,-0.004504892,0.032850566,0.288749495,-0.001937756,-0.018134819,0.002038696,,,,,,,,,,,,,
0_405_-4,0,405,-4,3.25,-0.003156091,0.030250344,0.260045408,-0.001603766,-0.016589738,0.001858374,,,,,,,,,,,,,
0_405_-4,0,405,-4,3,-0.002081995,0.026749137,0.230394878,-0.001317127,-0.014914632,0.001637938,,,,,,,,,,,,,
0_405_-4,0,405,-4,2.75,-0.00117142,0.022692191,0.200740808,-0.001029673,-0.013157816,0.001403784,,,,,,,,,,,,,
0_405_-4,0,405,-4,2.5,-0.000332402,0.019008658,0.171997779,-0.000778194,-0.011421273,0.001173807,,,,,,,,,,,,,
0_405_-4,0,405,-4,2,0.000599234,0.011041371,0.109771276,-0.000351186,-0.007632405,0.000679499,,,,,,,,,,,,,
0_420_-4,0,420,-4,3.5,-0.004063711,0.034135563,0.295492698,-0.00189929,-0.018718302,0.002108122,,,,,,,,,,,,,
0_420_-4,0,420,-4,3.25,-0.002833257,0.030907953,0.264944856,-0.001579459,-0.017021453,0.001893808,,,,,,,,,,,,,
0_420_-4,0,420,-4,3,-0.001801838,0.026921669,0.234216522,-0.001281843,-0.015244104,0.001658852,,,,,,,,,,,,,
0_420_-4,0,420,-4,2.75,-0.000892313,0.022805109,0.203541888,-0.000994932,-0.013408152,0.001411987,,,,,,,,,,,,,
0_420_-4,0,420,-4,2.5,-7.61E-05,0.019011799,0.174346826,-0.000755617,-0.01162726,0.001177196,,,,,,,,,,,,,
0_420_-4,0,420,-4,2,0.000813246,0.01107871,0.110153528,-0.000338015,-0.007684151,0.000672754,,,,,,,,,,,,,
0_435_-4,0,435,-4,3.5,-0.003683461,0.035123182,0.301385296,-0.001864906,-0.019224548,0.002159808,,,,,,,,,,,,,
0_435_-4,0,435,-4,3.25,-0.002517249,0.031394409,0.269487767,-0.001555713,-0.017425761,0.001923224,,,,,,,,,,,,,
0_435_-4,0,435,-4,3,-0.001516844,0.027023176,0.237565249,-0.001245258,-0.015541106,0.001672041,,,,,,,,,,,,,
0_435_-4,0,435,-4,2.75,-0.000604294,0.022937791,0.206276362,-0.000962648,-0.013651186,0.001420009,,,,,,,,,,,,,
0_435_-4,0,435,-4,2.5,0.000155356,0.018637199,0.175942551,-0.000730439,-0.011769914,0.001175152,,,,,,,,,,,,,
0_435_-4,0,435,-4,2,0.001077814,0.011065367,0.110520768,-0.000329134,-0.007726096,0.000660583,,,,,,,,,,,,,
0_450_-4,0,450,-4,3.5,-0.003333823,0.035859374,0.306698412,-0.001838142,-0.019692193,0.002199193,,,,,,,,,,,,,
0_450_-4,0,450,-4,3.25,-0.002204412,0.031656773,0.273759342,-0.001519759,-0.017796224,0.001948834,,,,,,,,,,,,,
0_450_-4,0,450,-4,3,-0.001212454,0.027153789,0.240700269,-0.001206803,-0.015822271,0.00168224,,,,,,,,,,,,,
0_450_-4,0,450,-4,2.75,-0.000287283,0.023147381,0.209069313,-0.000942149,-0.013917475,0.00142915,,,,,,,,,,,,,
0_450_-4,0,450,-4,2.5,0.000217957,0.017390833,0.171557737,-0.000659907,-0.011642472,0.001147084,,,,,,,,,,,,,
0_450_-4,0,450,-4,2,0.001344171,0.011037458,0.110817764,-0.000319934,-0.007757955,0.000647044,,,,,,,,,,,,,
0_465_-4,0,465,-4,3.5,-0.00299117,0.036407024,0.311614483,-0.001813247,-0.020129475,0.002231965,,,,,,,,,,,,,
0_465_-4,0,465,-4,3.25,-0.001894516,0.031746566,0.277446114,-0.001479796,-0.01811886,0.001964092,,,,,,,,,,,,,
0_465_-4,0,465,-4,3,-0.000900794,0.027285183,0.243729648,-0.001170779,-0.0160904,0.001691584,,,,,,,,,,,,,
0_465_-4,0,465,-4,2.75,-2.54E-05,0.023079136,0.211332393,-0.000909593,-0.014109897,0.001428433,,,,,,,,,,,,,
0_465_-4,0,465,-4,2.5,0.000433233,0.017395219,0.170679746,-0.000621887,-0.011709301,0.001120318,,,,,,,,,,,,,
0_465_-4,0,465,-4,2,0.001581374,0.010955688,0.111265358,-0.000311133,-0.007796841,0.000627466,,,,,,,,,,,,,
0_480_-4,0,480,-4,3.5,-0.002643597,0.036786316,0.31632882,-0.001777834,-0.020541986,0.002262201,,,,,,,,,,,,,
0_480_-4,0,480,-4,3.25,-0.001568896,0.031883075,0.280930548,-0.001439121,-0.018431253,0.001976361,,,,,,,,,,,,,
0_480_-4,0,480,-4,3,-0.000573811,0.027456713,0.246669463,-0.001136648,-0.016354494,0.001700606,,,,,,,,,,,,,
0_480_-4,0,480,-4,2.75,0.000236177,0.022461787,0.212837585,-0.000880304,-0.014244873,0.001427191,,,,,,,,,,,,,
0_480_-4,0,480,-4,2.5,0.000668334,0.017429564,0.17071278,-0.000595607,-0.011788363,0.001103567,,,,,,,,,,,,,
0_480_-4,0,480,-4,2,0.001786615,0.010820198,0.111796852,-0.000302162,-0.007840552,0.000602368,,,,,,,,,,,,,
0_495_-4,0,495,-4,3.5,-0.00230806,0.036871721,0.320390861,-0.001734094,-0.020893041,0.002280157,,,,,,,,,,,,,
0_495_-4,0,495,-4,3.25,-0.001230612,0.032028729,0.28422047,-0.001398775,-0.018724997,0.00198695,,,,,,,,,,,,,
0_495_-4,0,495,-4,3,-0.000229534,0.027635858,0.249697559,-0.001117098,-0.016641456,0.001709028,,,,,,,,,,,,,
0_495_-4,0,495,-4,2.75,0.000302688,0.021119469,0.20766439,-0.000802513,-0.014095057,0.001394586,,,,,,,,,,,,,
0_495_-4,0,495,-4,2.5,0.00089898,0.017425989,0.171211993,-0.00057377,-0.011876032,0.001085882,,,,,,,,,,,,,
0_495_-4,0,495,-4,2,0.001981429,0.010639883,0.112357849,-0.000293123,-0.007883269,0.000573532,,,,,,,,,,,,,
0_510_-4,0,510,-4,3.5,-0.001962202,0.036996081,0.324189432,-0.001691301,-0.021232385,0.00229419,,,,,,,,,,,,,
0_510_-4,0,510,-4,3.25,-0.000885689,0.032181969,0.287480741,-0.001360607,-0.019012443,0.001997293,,,,,,,,,,,,,
0_510_-4,0,510,-4,3,3.14E-05,0.027533144,0.251913794,-0.001082064,-0.01683415,0.001704953,,,,,,,,,,,,,
0_510_-4,0,510,-4,2.75,0.000550159,0.021140465,0.20661773,-0.000760143,-0.014165814,0.001365437,,,,,,,,,,,,,
0_510_-4,0,510,-4,2.5,0.001186482,0.017494701,0.17161022,-0.000555993,-0.011942302,0.001078141,,,,,,,,,,,,,
0_510_-4,0,510,-4,2,0.002169966,0.010425274,0.112906449,-0.000283965,-0.007923601,0.00054228,,,,,,,,,,,,,
0_540_-4,0,540,-4,3.5,-0.00122792,0.037310156,0.331276234,-0.001604433,-0.021864745,0.002317477,,,,,,,,,,,,,
0_540_-4,0,540,-4,3.25,-0.000160133,0.032489335,0.293650096,-0.001297756,-0.01957879,0.002011756,,,,,,,,,,,,,
0_540_-4,0,540,-4,3,0.000404952,0.025219449,0.247190757,-0.000958371,-0.016778964,0.001667122,,,,,,,,,,,,,
0_540_-4,0,540,-4,2.75,0.001075519,0.021169614,0.207014286,-0.000704521,-0.014344739,0.0013257,,,,,,,,,,,,,
0_540_-4,0,540,-4,2.5,0.001886846,0.017478557,0.172338054,-0.000530176,-0.012039422,0.001049172,,,,,,,,,,,,,
0_540_-4,0,540,-4,2,0.002497029,0.009996882,0.114298166,-0.000264122,-0.008023021,0.000478176,,,,,,,,,,,,,
0_570_-4,0,570,-4,3.5,-0.000447335,0.037729858,0.337901355,-0.001529511,-0.022477196,0.002335166,,,,,,,,,,,,,
0_570_-4,0,570,-4,3.25,0.000433123,0.030926495,0.296163066,-0.001205185,-0.019841074,0.002006254,,,,,,,,,,,,,
0_570_-4,0,570,-4,3,0.000981318,0.025288603,0.245768491,-0.000876094,-0.016942025,0.001613231,,,,,,,,,,,,,
0_570_-4,0,570,-4,2.75,0.001780851,0.021283018,0.207777478,-0.000667871,-0.014477068,0.001304628,,,,,,,,,,,,,
0_570_-4,0,570,-4,2.5,0.002566554,0.017304703,0.173128923,-0.000504106,-0.012115947,0.001006025,,,,,,,,,,,,,
0_570_-4,0,570,-4,2,0.00276857,0.009540552,0.115864461,-0.000244825,-0.008135095,0.000410288,,,,,,,,,,,,,
0_600_-4,0,600,-4,3.5,0.000213561,0.037571823,0.343842393,-0.00147273,-0.02299627,0.002335712,,,,,,,,,,,,,
0_600_-4,0,600,-4,3.25,0.000844137,0.029729117,0.288715194,-0.001075567,-0.019770134,0.001930192,,,,,,,,,,,,,
0_600_-4,0,600,-4,3,0.001613807,0.02534989,0.246625199,-0.000823564,-0.017127183,0.001577098,,,,,,,,,,,,,
0_600_-4,0,600,-4,2.75,0.002584432,0.021203536,0.208491074,-0.000638723,-0.014567485,0.001267375,,,,,,,,,,,,,
0_600_-4,0,600,-4,2.5,0.003112785,0.016916604,0.174320299,-0.000478625,-0.012212313,0.000940832,,,,,,,,,,,,,
0_600_-4,0,600,-4,2,0.002964447,0.009015172,0.117691916,-0.000228513,-0.008269917,0.000336149,,,,,,,,,,,,,
0_240_-3,0,240,-3,3.5,-0.008227894,0.014895844,0.201799866,-0.001894003,-0.009999528,0.000745,,,,,,,,,,,,,
0_240_-3,0,240,-3,3.25,-0.007635737,0.014749697,0.186351654,-0.00168883,-0.009450996,0.000748738,,,,,,,,,,,,,
0_240_-3,0,240,-3,3,-0.007034148,0.014635963,0.172133421,-0.001495219,-0.009014652,0.000766706,,,,,,,,,,,,,
0_240_-3,0,240,-3,2.75,-0.005910606,0.013875338,0.155706858,-0.00128368,-0.008565072,0.000786969,,,,,,,,,,,,,
